,loss
0,3.0
1,0.6643419093094638
2,0.3686434755052699
3,0.12834073515733418
4,0.12680649998185653
5,0.12583432343459205
6,0.12299061882600802
7,0.11846883921669317
8,0.11775563918921024
9,0.18403223148519704
10,0.12445287382347897
11,0.11661228712142388
12,0.11395911425572121
13,0.11320165276547084
14,0.11259078838362648
15,0.11008030308378781
16,0.10763107932584864
17,0.10689306005863088
18,0.10700108148500521
19,0.1070164235460011
20,0.10701229571641463
21,0.10697635634572694
22,0.10693270471798162
23,0.10685395517837587
24,0.10677602003462965
25,0.10676677884096634
26,0.10668001340287092
27,0.10675707889214678
28,0.10690280271423998
29,0.10736898386502847
30,0.10765627034869994
31,0.10819415272913656
32,0.10784017770226112
33,0.10703004763426255
34,0.10714153129901802
35,0.10731151694146433
36,0.10736485787464804
37,0.10735755145302123
38,0.10735267874073119
39,0.10735062234193624
40,0.10735062234193624
41,0.1643798193267572
42,0.11217178983028551
43,0.11219988088417944
44,0.11255689583455115
45,0.11261035175489982
46,0.11274240875561507
47,0.11276691412667225
48,0.11277139660138337
49,0.11273528356359086
50,0.11262163632599782
51,0.1125850078606978
52,0.11256613502982996
53,0.11253429989143406
54,0.11252885234755704
55,0.11259441328757828
56,0.11273279937362812
57,0.11274493314234883
58,0.11285805452046378
59,0.11284239038560301
60,0.11280590234175217
61,0.11274773013033512
62,0.11273949320104593
63,0.1127400781934588
64,0.10735062234193624
65,4.382364972936366
66,0.18777147297371036
67,0.14539967914850244
68,0.13632043403412486
69,0.1358762634718927
70,0.2590506585208792
71,0.14930634290757236
72,0.15198731730431325
73,0.14862385989401272
74,0.14665520375665175
75,0.1459914821259801
76,0.14625419780620014
77,0.14706851576672234
78,0.14785366305994707
79,0.14790668959523184
80,0.14728138907801405
81,0.1465264417799436
82,0.14619052997830687
83,0.14584106564328347
84,0.14602181902387656
85,0.14552839484763172
86,0.14709759946641499
87,0.1467924567178499
88,0.14656705490164756
89,0.14657768847931124
90,0.14679832918375174
91,0.1469572941616676
92,0.14701996595204686
93,0.1470284346731886
94,0.14702823647961843
95,0.10735062234193624
96,3.0093401033871365
97,0.406814486505648
98,0.34058345655656935
99,0.20443206556380497
100,0.2529563236204891
101,0.24414523410450686
102,0.23739060669278114
103,0.23672376768853604
104,0.24288302371675072
105,0.2759045369494397
106,0.265570712366841
107,0.2442846235493924
108,0.2506304141943548
109,0.26266489645685065
110,0.25477194198302816
111,0.2534555145346695
112,0.2523652693179936
113,0.2527122247576686
114,0.25327606589710716
115,0.25309018932963495
116,0.25144795815512444
117,0.25157232930448165
118,0.251162189084868
119,0.2504650478297417
120,0.2497391955044682
121,0.24939503957625705
122,0.24946126412099306
123,0.2501186356241985
124,0.25065300655947614
125,0.25112892017185773
126,0.25076336413812095
127,0.25077985139840225
128,0.2507702388642714
129,0.2513968172993277
130,0.2510587057348983
131,0.2511480867385365
