,0,1,vars,t
0,-3.999999999999996,7.425583154034419,0,0
1,1.9902405597605113,-3.704409821829461,1,0
0,-3.50151897175863,2.915531814771731,0,1
1,1.7397778577535967,-1.4603880463287602,1,1
0,-2.821944245475601,-0.26518941923140665,0,2
1,1.3983242968007432,0.12221205597237648,1,2
0,-2.4847587221387735,-0.3950202814485679,0,3
1,1.2289048154806508,0.18681071794569476,1,3
0,-0.9318326696042669,0.12760059276333907,0,4
1,0.44863428741877204,-0.07322459736281328,1,4
0,-0.2923374121425913,1.3001594474594402,0,5
1,0.1273187286912242,-0.6566431451934418,1,5
0,-0.5576152613799206,0.7480752995108945,0,6
1,0.26060806798056657,-0.38194807928143654,1,6
0,-0.4512551035504217,0.7144780056104894,0,7
1,0.20716721264883856,-0.365231405026741,1,7
0,-0.38872848351246,0.7390296402422127,0,8
1,0.1757505983449447,-0.3774473197898609,1,8
0,-0.3573211918010154,0.751983704979536,0,9
1,0.1599699473289572,-0.3838927460533565,1,9
0,-0.24010813832378639,0.7989659376068131,0,10
1,0.10107603478034849,-0.4072692322940848,1,10
0,-0.09166882844974159,0.8553247923314858,0,11
1,0.02649243273984609,-0.43531115193775743,1,11
0,0.1552481963581308,0.9484022348865493,0,12
1,-0.09757147681970212,-0.48162277728072395,1,12
0,0.17378484758424678,0.881099545636384,0,13
1,-0.10688525104423406,-0.44813564179906534,1,13
0,-0.09635790516688628,0.7657806761324952,0,14
1,0.02884846789054627,-0.3907575689509732,1,14
0,-0.10261735572251578,1.9902405597605113,0,15
1,0.03199354024118839,-1.0,1,15
0,-0.09669723276930652,0.8321591917671444,0,16
1,0.02901896366340947,-0.42378487247916746,1,16
0,-0.3662165989618849,0.748471218988136,0,17
1,0.16443946088461484,-0.3821450730319365,1,17
0,-0.37425844735914215,0.7453370474761603,0,18
1,0.16848010228236918,-0.38058563421584307,1,18
0,-0.37883647465655623,0.7435528404098468,0,19
1,0.17078034044954069,-0.37969788389824655,1,19
