,0,1,vars,t
0,0.745282965182394,-6.548211967863284,0,0
1,0.46347910676313453,-3.2475134911868433,1,0
0,-0.09399605124250103,-2.9183910125981654,0,1
1,0.03503929355661617,-1.4698819153924716,1,1
0,-0.09419955794251895,-2.896633394042214,0,2
1,0.03493540632622498,-1.4592265606970656,1,2
0,-0.09501358474259082,-2.809602919818402,0,3
1,0.03451985740465967,-1.416605141915461,1,3
0,-0.09826969194287742,-2.4614810229231505,0,4
1,0.03285766171839809,-1.246119466789035,1,4
0,-0.0810697520931336,-1.1408094850741533,0,5
1,0.041637982532062856,-0.5993472276437537,1,5
0,-0.0897177669919963,-0.5072886781009942,0,6
1,0.03722329586009194,-0.2890931946549652,1,6
0,-0.08519975602435897,-0.8382610443150748,0,7
1,0.03952967518944183,-0.45118023314762656,1,7
0,-0.10441685163427325,-0.818787776813446,0,8
1,0.029719625501132642,-0.44164359329089437,1,8
0,-0.3761000249514412,-0.6889764485442145,0,9
1,-0.10897070959528585,-0.378071114408023,1,9
0,-0.5121971005026259,-0.6702311634934883,0,10
1,-0.178446300532237,-0.36889098926849023,1,10
0,-0.5968251045906988,-0.677629809652909,0,11
1,-0.22164767403730076,-0.3725143269463535,1,11
0,-0.7233783943905737,-0.7133813375090767,0,12
1,-0.2862513002228968,-0.39002291637356284,1,12
0,-0.8818956200411149,-0.793866584969876,0,13
1,-0.36717205389196034,-0.4294389424076878,1,13
0,-0.9628110727704797,-0.8303488885093421,0,14
1,-0.4084782235619277,-0.4473054144813029,1,14
0,-0.86340835431572,-0.7797201373451154,0,15
1,-0.35773457181618157,-0.4225110051091226,1,15
0,-0.5818290359432454,-0.6116202809005614,0,16
1,-0.21399239763409045,-0.3401874920804986,1,16
0,-0.6127114872465129,-0.6560233142433594,0,17
1,-0.2297574428798214,-0.3619329817627689,1,17
0,-0.6168445129820983,-0.6742015444068857,0,18
1,-0.23186729280991372,-0.37083540321247394,1,18
0,-0.63972158308093,-0.7742233152572456,0,19
1,-0.24354570660084526,-0.41981904739816484,1,19
0,-0.641436556473896,-0.7545834579012878,0,20
1,-0.24442117574252187,-0.41020082352147264,1,20
0,-0.5108252290705961,-0.7161291865396414,0,21
1,-0.17774597998498226,-0.391368619994334,1,21
0,-0.48902523794858116,-0.7148250826415212,0,22
1,-0.16661739945165033,-0.39072996142246874,1,22
0,-0.48757559639443415,-0.7167048425318255,0,23
1,-0.1658773783805641,-0.3916505359017874,1,23
0,-0.4868834203868404,-0.7176352915873098,0,24
1,-0.16552403252823625,-0.3921062045535157,1,24
0,-0.4868834203868404,-0.7176352915873098,0,25
1,-0.16552403252823625,-0.3921062045535157,1,25
0,-0.7436010095033929,-4.229464238544779,0,26
1,-0.29657465309116054,-2.111953574943804,1,26
0,-0.5130595429990848,-1.0757177487540996,0,27
1,-0.17888656496736907,-0.5674698631037829,1,27
0,-0.5020830607974711,-0.9318172755019115,0,28
1,-0.17328322937564075,-0.496997509735003,1,28
0,-0.5018373259097512,-0.911896655233327,0,29
1,-0.1731577852654788,-0.4872417878866628,1,29
0,-0.5032905969163701,-0.8931031601062981,0,30
1,-0.17389965911961947,-0.4780380528349693,1,30
0,-0.5120056395020082,-0.9570175912908802,0,31
1,-0.178348562457371,-0.5093388559387294,1,31
0,-0.5106852197684955,-0.9385799785765266,0,32
1,-0.17767450725891046,-0.5003094071181853,1,32
0,-0.5105264770277518,-0.9368773837546466,0,33
1,-0.17759347138304377,-0.49947559565655625,1,33
0,-0.5104938951065446,-0.9368990323324675,0,34
1,-0.17757683878296313,-0.4994861976107522,1,34
0,-0.5103635674217144,-0.9369856266437563,0,35
1,-0.17751030838264184,-0.49952860542753624,1,35
0,-0.5097763830616209,-0.9371664928451207,0,36
1,-0.17721055924959717,-0.49961718100040975,1,36
0,-0.5097331919242333,-0.9371433953005255,0,37
1,-0.17718851079792317,-0.4996058694439715,1,37
0,-0.4868834203868404,-0.7176352915873098,0,38
1,-0.16552403252823625,-0.3921062045535157,1,38
0,-1.1267756164458615,-4.788349653240929,0,39
1,-0.49217975438777123,-2.385656430445187,1,39
0,-0.6735987954035773,-1.9054368670765494,0,40
1,-0.26083953408303295,-0.9738080604825894,1,40
0,-0.6340862889655762,-1.637883765030586,0,41
1,-0.2406689703654625,-0.8427793270381047,1,41
0,-0.4934381153662487,-0.8229741380163774,0,42
1,-0.1688701096225571,-0.4436937792239538,1,42
0,-0.5776708296229058,-1.3110149564690374,0,43
1,-0.21186969337925385,-0.6827019231103829,1,43
0,-0.5518652833273727,-1.2423933560856675,0,44
1,-0.19869633479625673,-0.6490958788656706,1,44
0,-0.5486564455643267,-1.263515288948914,0,45
1,-0.1970582694748268,-0.6594399193189756,1,45
0,-0.522500555928419,-1.2939872110169788,0,46
1,-0.18370606567781705,-0.6743629283353758,1,46
0,-0.520430047773085,-1.2906289377202658,0,47
1,-0.1826491011761994,-0.6727182817464771,1,47
0,-0.4773493301726041,-1.2439029495915526,0,48
1,-0.16065701720849054,-0.6498351718268792,1,48
0,-0.44155549308025366,-1.361222685223784,0,49
1,-0.1423847804699665,-0.707290145252275,1,49
0,-0.4482291592244949,-1.3177350491769437,0,50
1,-0.14579159062521263,-0.6859929529261946,1,50
0,-0.4496688896893439,-1.3131495102934976,0,51
1,-0.14652655222839325,-0.6837472777781067,1,51
0,-0.450818401426948,-1.3121944233192344,0,52
1,-0.14711336136397235,-0.6832795432027645,1,52
0,-0.4638823998431485,-1.3059993619605512,0,53
1,-0.15378234382585862,-0.6802456368969437,1,53
0,-0.47640204143891096,-1.303756008225826,0,54
1,-0.1601734399949851,-0.679146999668367,1,54
0,-0.484609922680598,-1.3050308827187032,0,55
1,-0.16436344479337678,-0.6797713437287612,1,55
0,-0.4848090670451584,-1.3064619817042222,0,56
1,-0.1644651051145376,-0.6804721955823637,1,56
0,-0.48429157233831005,-1.3068453880210578,0,57
1,-0.1642009315427001,-0.6806599610902402,1,57
0,-0.48421092940726235,-1.3068661666059773,0,58
1,-0.16415976449141084,-0.6806701369829662,1,58
0,-0.4868834203868404,-0.7176352915873098,0,59
1,-0.16552403252823625,-0.3921062045535157,1,59
0,-0.8703566066533854,-4.676801779964557,0,60
1,-0.3612815542563509,-2.331028110152644,1,60
0,-0.6206279281332524,-2.098479616661044,0,61
1,-0.23379867158731713,-1.0683468521664627,1,61
0,-0.6176572893894929,-2.0526066484809617,0,62
1,-0.23228220342408182,-1.0458814915557575,1,62
0,-0.6057747344144632,-1.86911477576064,0,63
1,-0.22621633077114162,-0.9560200491129418,1,63
0,-0.497302268151046,-0.8704689328469549,0,64
1,-0.1708427037955562,-0.4669533967139687,1,64
0,-0.5816514393907708,-1.6470249761769606,0,65
1,-0.21390173715970837,-0.8472560507594843,1,65
0,-0.553688398194294,-1.517005298433147,0,66
1,-0.19962700859811702,-0.7835815369252007,1,66
0,-0.5690577435547475,-1.5884681023842138,0,67
1,-0.20747283737075692,-0.8185790032916765,1,67
0,-0.5620587469909366,-1.586783683999204,0,68
1,-0.20389995073621917,-0.8177540933732689,1,68
0,-0.5340627607356925,-1.5800460104591738,0,69
1,-0.18960840419806924,-0.8144544536996424,1,69
0,-0.4410456196643033,-1.588635367882774,0,70
1,-0.14212449745703032,-0.8186609181947645,1,70
0,-0.3356103693045119,-1.6257371135399226,0,71
1,-0.08830132532298293,-0.8368307495473487,1,71
0,-0.11766541322868547,-1.9589192940394307,0,72
1,0.02295642620306829,-0.9999999999999999,1,72
0,-0.3317487653984509,-1.6316405197614423,0,73
1,-0.08633003231575655,-0.8397218236343198,1,73
0,-0.267245732523848,-1.630877081003444,0,74
1,-0.053402165878955285,-0.8393479449061053,1,74
0,-0.27217505687997917,-1.6310283313400515,0,75
1,-0.055918514751075996,-0.8394220167067573,1,75
0,-0.2918923543045059,-1.6316333326864834,0,76
1,-0.06598391023955878,-0.8397183039093676,1,76
0,-0.3993235199955112,-1.6223641806989735,0,77
1,-0.12082596831611965,-0.8351789237424375,1,77
0,-0.40217262532954323,-1.6206397200538323,0,78
1,-0.12228039542942719,-0.8343344039350441,1,78
0,-0.4023604929071434,-1.6203449870518918,0,79
1,-0.12237629911375492,-0.8341900643940223,1,79
0,-0.4023604929071434,-1.6203449870518918,0,80
1,-0.12237629911375492,-0.8341900643940223,1,80
0,-0.49932246604677377,-5.868793480561686,0,81
1,-0.1718739856364535,-2.914781995311285,1,81
0,-0.4246413407890749,-2.5965940417385323,0,82
1,-0.1337503500763075,-1.3122883416473758,1,82
0,-0.4065982319679041,-1.8060241305925637,0,83
1,-0.12453960368360431,-0.9251226785896524,1,83
0,-0.4043107656703852,-1.7057973877677668,0,84
1,-0.12337188518469551,-0.8760386535151005,1,84
0,-0.4040321867704605,-1.7056773232552414,0,85
1,-0.12322967468078531,-0.8759798543425704,1,85
0,-0.4029178711707617,-1.7051970652051396,0,86
1,-0.12266083266514459,-0.8757446576524573,1,86
0,-0.3984606087719661,-1.7032760330047354,0,87
1,-0.12038546460258212,-0.8748038708919957,1,87
0,-0.39696300936895934,-1.7026305837538132,0,88
1,-0.11962096174247704,-0.8744877751442565,1,88
0,-0.016918128874405813,-1.9589192940394307,0,89
