,loss
0,5.928132822722481
1,2.3423775590361497
2,2.118091728710738
3,1.8993227687907452
4,1.828290385373591
5,1.8164911225153089
6,1.8160314744490542
7,1.815449618343111
8,1.8198574106644985
9,1.8569962805632814
10,1.8442277134631295
11,1.8163805610103791
12,1.8169031426692621
13,1.8178494721619214
14,1.8181110421342805
15,1.8178430984749026
16,1.8175930047205882
17,1.8175439546930057
18,1.8175403525827538
19,1.8175403525827538
20,1.821638755976492
21,1.8182091877001736
22,1.8182314751802775
23,1.8184174500852228
24,1.8175403525827538
25,2.2080473750932343
26,1.8245162313282992
27,1.8228188021239926
28,1.8219694703930132
29,1.8228151949980624
30,1.8248237617988503
31,1.8249448939548685
32,1.8252679408176102
33,1.8252157359008647
34,1.8251427458549252
35,1.8251302263902136
36,1.825129299646974
37,1.8175403525827538
38,4.146894705572525
39,1.8962842281575378
40,1.8692290924205832
41,1.8363099571686494
42,1.8491176722218314
43,1.8471725974355755
44,1.843532705972298
45,1.843387835160524
46,1.84310503163069
47,2.1559559269450586
48,1.853727420812856
49,1.8511132781268629
50,1.8507932046327928
51,1.8506122853991451
52,1.8509057009262284
53,1.8511142723146636
54,1.8511594049388642
55,1.8511617230005966
56,1.8175403525827538
57,3.8656143814352615
58,1.9806108899915433
59,1.9686065556265517
60,1.925214334068841
61,1.8249669817085024
62,1.8935944001194975
63,1.8815894219508547
64,1.8863671724707243
65,1.8871798134575102
66,1.8905984548136217
67,1.8969942925991878
68,1.8957902552984518
69,1.8915795896284677
70,1.8904483727713923
71,1.8890946970594829
72,1.8890583987361116
73,1.8889150725092105
74,1.8889886694225748
75,1.889600422855358
76,1.8898161375345115
77,1.8898366400967908
78,1.8898366616841253
79,1.8898366616841253
80,3.2635883373231445
81,2.0110056448817266
82,1.9072674489678698
83,1.903927303141412
84,1.9024027899462226
85,1.8999544942274582
86,1.921228802069304
87,1.9058316259376358
88,1.9057974111520704
89,1.9056607904161842
90,1.9051249333129814
91,1.9052120415134932
92,1.9053886487336975
93,1.9054237943951764
94,1.9054268458705863
95,1.8898366616841253
96,4.686162695820518
97,2.0395495929994225
98,1.9423413311415665
99,1.9358868076098779
100,1.9158007074781447
101,1.9263637345375555
102,1.9227947590528334
103,1.9235092385705388
104,1.925131296375852
105,1.9268829619530525
106,1.9300208110390509
107,1.9284491945854199
108,1.9242680581295386
109,1.9248453897260225
110,1.924832721991594
111,1.9247822533153875
112,1.9245836147946866
113,1.9239788673263138
114,1.9240015529533612
115,1.9240025889830044
116,1.9240025889830044
117,2.8695142234300963
118,2.0241707925653323
119,1.936664454247874
120,1.9298661442426703
121,1.9298607336696951
122,1.9298391076547192
123,1.9298124224352755
124,1.930698562758421
125,1.931225929740292
126,1.9312469051451913
127,1.931363056995781
128,1.9314152422068818
129,1.9313442623269803
130,1.9311232946250498
131,1.9310045512006637
132,1.9309896098570563
133,1.9309897623325507
134,1.9240025889830044
135,4.873668227949496
136,2.156903309821419
137,1.9645044610980944
138,1.9554204250149658
139,1.9305152890140818
140,1.947159785902516
141,1.9291242831974642
142,1.9406240959341012
143,1.939205177643741
144,1.9394520401058422
145,1.9405894259782526
146,1.943586634266117
147,1.942134956118857
148,1.9399284699828467
149,1.940343588111909
150,1.940311931034977
151,1.9401689479452247
152,1.9399927470645817
153,1.9396996510356461
154,1.9394374305147544
155,1.9394339412516426
156,1.939588365329396
157,1.939662661801015
158,1.9396740888734811
159,1.939674257059788
160,1.939674257059788
161,2.797072320963249
162,2.0326610857340803
163,1.9556124640714363
164,1.942601101609937
165,1.9423913266684294
