,0,1,vars,t
0,-1.3079036017823413,8.590712323687939,0,0
1,0.6108236795484876,-4.265760068733036,1,0
0,-2.8051182076802617,5.850193275920241,0,1
1,1.3691545070941384,-2.913070386006063,1,1
0,-2.7931038243384285,5.686172684763865,0,2
1,1.3630692890992209,-2.832111648794312,1,2
0,-2.7450462909711066,5.030090320138309,0,3
1,1.338728417119558,-2.508276699947299,1,3
0,-2.1265058312797804,0.06532261959863822,0,4
1,1.0254411323038433,-0.05772265211956259,1,4
0,-2.0048549215592675,-0.004066959260248898,0,5
1,0.9638256266330875,-0.02347272873820791,1,5
0,-0.7844859887234421,0.2845851588760086,0,6
1,0.3457155847574414,-0.1659481997327452,1,6
0,-0.12002045918559825,1.0737953649911234,0,7
1,0.009167508813578794,-0.5554935685869885,1,7
0,-0.24524564844276212,0.8063040784579197,0,8
1,0.07259336708724612,-0.4234628484182802,1,8
0,-0.17960922322452366,0.7994695779804246,0,9
1,0.039348884661806215,-0.4200894150936583,1,9
0,-0.11362536821012499,0.80811581830824,0,10
1,0.005928430986955661,-0.4243571030323153,1,10
0,-0.0006394254961279783,0.8234804969172645,0,11
1,-0.05129831733744098,-0.43194093728800936,1,11
0,0.195113077014343,0.8516886870392198,0,12
1,-0.150445865483267,-0.44586418579724696,1,12
0,0.28973719397385095,0.9000290506956031,0,13
1,-0.1983724517168053,-0.4697244509650893,1,13
0,-4.0000000000000036,1.9743554547870295,0,14
1,1.9743554547870295,-0.999999999999999,1,14
0,-0.30417796610465414,1.048769803196445,0,15
1,0.10244225651544098,-0.5431412299773807,1,15
0,-0.39429684875964227,0.8678722006552247,0,16
1,0.1480869667607445,-0.4538521878935913,1,16
0,-0.5259530478525248,0.6561426467584168,0,17
1,0.21477009556294105,-0.3493448379746452,1,17
0,-0.572110602176123,0.6505183621285143,0,18
1,0.23814863877899878,-0.3465687537150643,1,18
0,-0.6889306027875841,0.6274548731144608,0,19
1,0.29731731599374156,-0.33518487237973466,1,19
0,-0.8758894920994604,0.5918882038835503,0,20
1,0.3920109482161347,-0.3176295605285715,1,20
0,-0.8262779994122389,0.5539351439968564,0,21
1,0.3668830045285197,-0.29889635282528304,1,21
0,-0.9000049158712586,1.9743554547870295,0,22
1,0.404225275536642,-0.999999999999999,1,22
0,-0.8292881981090726,0.6119295315808533,0,23
1,0.36840765333962217,-0.3275217366936571,1,23
0,-0.5471605722275813,0.7056481993779912,0,24
1,0.225511588095928,-0.3737802274388208,1,24
0,-0.43409078043503274,0.7358104825386041,0,25
1,0.1682423706820117,-0.38866799451056755,1,25
0,-0.43259595411848106,0.7349652508325185,0,26
1,0.16748524950966842,-0.3882507975531988,1,26
0,-0.43256135118221345,0.7351416347841835,0,27
1,0.16746772331590035,-0.388337858707477,1,27
0,-0.43257022160828473,0.7351351996129625,0,28
1,0.16747221613711416,-0.38833468237862645,1,28
0,-0.43257022160828473,0.7351351996129625,0,29
1,0.16747221613711416,-0.38833468237862645,1,29
