,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-2.9994809756836336,3.2324061206582497,12.181689655131219,-1.028491289486462,1.0924975828031247,4.195195413244463,-3.8452857426694247,4.375091991889851,0.953224990642416,6.856924210516699,1.7307161102102053,3.391102345830762,2.708070911986237,5.988137991922831,2.2325381174534646,7.0724339805228285,6.504710081877395,5.960993545741131,2.4073339133025238
1,0.16317933359996661,-2.255950223951926,8.001368003465535,2.0952378947818713,8.166300189454788,7.090117385271515,-1.5028000652951872,6.69032227046639,2.3369095985198367,1.5702148887743828,5.8088468191409985,7.9787734044372085,3.610013892907694,6.808899635865024,1.5713565361709598,4.754208973482468,3.6531968801533887,0.9694380943554872,-0.36773174392289776
2,1.516172546938773,0.7497493934679134,10.249946277396312,2.305112317462319,10.555699127530099,5.339451130198713,3.7404719996950826,-0.25157285992298295,7.026003393004087,8.235329961416099,0.07364511702235821,-3.8752202605719193,-1.554387083149349,7.791294980263714,4.984382007728188,0.1828110101154663,9.53457691243188,7.245119596414565,-3.05514396110696
3,3.1867033969778116,6.035849793817206,2.449689317001031,0.7534670938660302,6.587761949771227,5.093030324639273,0.80571495577242,5.525539666943038,-0.26558484852884856,1.4696890742097952,-0.28572098467002105,-1.695314698414248,5.644409512688646,3.995659494208188,3.5067437306605536,4.215708728336343,11.08696071330539,4.203888323916602,-1.5677103591498938
4,1.9357156065100956,1.2315834608275422,5.440175256574479,3.3063715234129845,2.5466499396144604,6.908987332223723,-5.014946192810715,4.775599623812939,1.7158487555862227,-3.3770306937779675,1.1678170891125679,1.5082558007535578,9.539552935571853,2.907132854523497,0.5720006969522906,8.704821554118528,-0.7712106535514165,6.606919164608283,0.3690515950109625
5,-1.3574374748257352,-2.0615383310928204,3.36634013133308,-6.237511718819933,2.444998896017897,5.6146375701874565,3.2635730963021774,7.794847994675993,4.738808685696659,0.06981945302237236,-2.9422167220325246,0.038516131119136876,1.853203270242111,0.0593049472752778,2.219491190065553,1.3736932491098992,0.2150436712589192,7.803262448134969,-2.633457236834661
6,-2.2104971986154758,2.640356192058748,11.459782695415527,2.3952842513514803,7.98901054921086,7.481357265537418,-2.518002023848631,5.918009818648136,0.6648946448916662,7.805652059103657,6.7022883691483095,10.098874736669261,4.885851662500638,4.389276061040275,5.916386400750898,1.0530852935722184,9.411270894878246,4.776675650111006,3.5355730473999314
7,3.9217129586402297,-2.809445958537572,5.132486425157067,-1.9186295114309535,2.62011345657075,4.0484466781824375,4.0947851353510725,4.164370536397885,-1.0762087987653484,-3.005427678715144,-0.13753512230671072,2.284367960122654,0.5097237048136732,-0.7662227635942411,-0.5983278791925168,-1.6612959483921157,4.162745018388587,11.394653986881906,-0.42656426158568905
8,3.230736522049608,1.1759985685470677,1.5273331196915567,-0.8566248381558313,4.8090231161570145,6.231575599816236,4.03293495031596,5.024613458961631,4.851248218318554,0.13429395335323502,-0.6866279610546691,2.7851431988357227,7.433216531912935,3.850663663659795,4.876707411408486,4.2456579359812245,4.573286857852099,8.135752453281142,-1.0039723251576873
9,4.396695496216879,2.0192777010807186,8.967067641104366,-0.11252264142491497,6.88392485026209,12.682077922036346,1.5329291973480863,3.618879235010725,3.910974760196472,1.405883092595872,1.4499107300208034,9.41289412315722,1.8933563806354718,3.550935762561167,-2.4968178174892,11.922289793069819,7.6626352492110295,7.994990986295001,-2.103420957028395
10,1.1187095772966291,-0.8630587321141282,6.668789930424165,5.452543289034099,6.355614980341734,0.42737514650955255,-0.08852733810938274,4.641667931225843,3.8219293734634103,-3.26118186840096,5.79760181322485,4.633620616788647,0.9773605048975549,9.952998543974914,4.781492635162575,0.4042712410873106,2.5260434296347123,6.187785289223006,4.367154402909305
