,0,1,2,3
0,4.495030376328208,-2.0700165558930577,-1.923451544833497,0.7643768289519498
1,0.03683737176354862,2.345563407988203,-0.7718046106224237,7.150850767236032
2,1.8915048982806142,0.8195994711468383,2.521318363172157,-3.190801572407147
3,9.246588376715215,-1.6613940710459132,5.704301629978994,0.5356654566238646
4,-0.7483718546962614,0.7307655679931984,0.9333918062628017,5.0847050489248895
5,-2.8716632350341276,1.9021142495267345,4.295988670507631,1.579012328354752
6,-0.4689420681392882,1.9075062205638176,6.185800942358386,-3.627682110302105
7,2.4016576360985935,5.007194698170547,6.280131833626348,0.29765767984147495
8,1.9130545187244443,-2.6664784769331207,4.882348173642656,6.581870445888206
9,-0.4745452725325663,-1.9757260307253923,1.4207201892441548,6.451613332870861
10,-0.618347486534871,6.819498001609964,7.8367374527678715,-0.5336192704127636
11,-0.4998455979984622,3.544086161666459,2.899837009836268,-2.698604421144507
12,-0.29638166458294357,-2.4738182179464996,4.5713291422516225,0.9425869861569588
13,6.336123584673973,-2.0861177622795095,0.16708815501543617,-0.04490585324403777
14,7.7083077943512,5.797050550225405,0.6282056636312605,3.0183262337475676
15,-4.778179720738381,4.568904199185377,0.7136536901819062,-3.0938304901707476
16,-2.028708785291001,0.8547065532041561,8.14487992130849,-0.17857688723200615
17,-3.592914778671446,0.16403349283240876,-2.6612242183533232,-0.3065425418452091
18,-1.5469046952925285,1.7383090098756302,1.807128438469302,7.916122103221602
19,-1.1089320354770464,0.6508428149211534,0.25824798423471096,2.0057789802419888
20,5.6464644063346086,2.2391076483874413,2.705280856796699,-6.662631056535929
21,1.934624875357506,6.32955011128573,-1.8264384353759961,-3.91045124082183
22,2.271230399246284,-4.2371486919880486,0.16002192197713905,0.808096621142651
23,6.026616430491885,-1.3152164635689705,0.6406866233854118,0.3518958692577982
24,7.085051404672872,1.8155307193968913,9.151447904230851,1.1866611954800301
25,-1.640783657691352,-0.7909005297325639,0.39616313668858116,5.154116187970011
26,8.152188535540997,0.7361004222834442,2.7117226715077205,1.5455623946178743
27,3.9268684246227306,-4.3747693860599135,4.757919653772063,-0.09397286228025063
28,3.0262834306994972,2.3412757744224058,7.085833263573791,6.015131660580904
