,0,1,2,3,4,5,6,7,8,9
0,8.560652817273935,353.97040240617497,8105.031344971416,6.856035246378056,4.764820906047306,4659.965749172485,11.24612326439749,913.053861967214,81.70923242132214,54.21698666986424
1,4.891228581800014,271.28700350959167,6871.80983340661,7.30963575360154,1.7505800723294809,3987.916100103332,3.081330726178056,782.6318022942971,72.26490783438024,43.645698794283255
2,13.480382356686878,291.54288030401926,6281.845676298984,3.6963408184484416,6.693183356941031,3585.609902243256,7.720896191688469,706.0285662381541,67.41197794475319,36.093655264668556
3,3.7434021030843088,276.24756593659254,7155.583198830802,8.26757482285334,4.332659344772705,4138.379366175244,3.990069416180271,812.2813897577486,74.79759264105876,46.05926203101168
4,4.127490980489277,272.8695322519413,7323.8603928346565,7.529193361477187,7.014042021367873,4212.193808705087,5.143495967819483,828.0414682595195,77.22363577374324,44.78877623574517
5,12.314023737008913,297.24755777765654,6311.145298676809,4.278414939917653,4.343156379359267,3642.0807322217975,2.8217729733869583,716.0869116880931,67.87739933745975,38.3814186033231
6,4.471210298069882,260.6849277490329,6009.739154691648,6.191310845179126,4.837358517168221,3507.5791276515956,-1.363161521713474,685.5351840753674,60.08588270754493,41.635669921439415
7,5.662377326270736,229.13644363928316,5452.019415858181,5.163162769292398,4.154438211549756,3149.08435900373,2.9372975230777456,618.2205926392476,56.35604999623199,35.56021852963471
8,5.880696535427329,427.0001360090385,10770.944456356729,11.902674950449391,7.537376446732844,6234.231485132675,5.226253629203031,1222.1746630810949,110.14255100488202,71.41729272619538
9,3.0227664726326946,268.4139498753769,6494.762073223973,7.006448818497622,6.921588401857553,3743.5605188555087,5.424714326059964,732.3457564513188,63.188386472951706,45.13919153296961
10,5.8418838367291634,246.80853431774352,5863.824034769599,5.788590371359571,7.962512679948417,3372.353975533286,3.9834774012249623,661.0479921717233,60.010616298955235,37.83420241691259
11,4.663549563951969,135.04417765285567,3320.2202662237764,2.1028584058578743,5.135351291348572,1897.7547294519552,2.131273106030304,373.58316632136933,36.67733481640237,18.63138269349613
