,loss
0,4.577159447976917
1,1.1796273440757765
2,0.52896227047181
3,0.45745490607038347
4,0.4471081731599423
5,0.4412825138001973
6,0.43452035125577815
7,0.41141379136849626
8,0.3560856681531662
9,0.3363510444503708
10,0.31827553094841005
11,0.31091892920138947
12,0.2882326023892973
13,0.27501151291769976
14,0.3104490176837982
15,0.26909211282968376
16,0.27364810390194166
17,0.26714866674028576
18,0.24855279230315422
19,0.22710280611343098
20,0.22622813625941685
21,0.22618710721515806
22,0.22612298028947508
23,0.2260341629748303
24,0.2258277984071071
25,0.2255397871133597
26,0.2252985722696278
27,0.22520939948775176
28,0.22517542304461297
29,0.22514275864993546
30,0.22508737603096463
31,0.22502862460611536
32,0.22499489707176962
33,0.22497972329449092
34,0.2249681579351469
35,0.22494253726870983
36,0.2248939052124735
37,0.22480320346566537
38,0.2246567561508676
39,0.22444977713572212
40,0.2242675423085193
41,0.22421422694637846
42,0.22420734203920706
43,0.22420696227775533
44,0.22420689371185126
45,0.22420688234043484
46,0.2242068790932486
47,0.22420687874016826
48,0.24670003221013817
49,0.28321236871895905
50,0.24541220945583833
51,0.24536535507002374
52,0.2452646619732367
53,0.2452357777415373
54,0.24519970043245107
55,0.2451364638676086
56,0.2450904312261294
57,0.24508323643325367
58,0.24508251746455506
59,0.24508245370497506
60,0.24508224634107623
61,0.24508124402770737
62,0.24507884602056193
63,0.245076609337441
64,0.24508062210531473
65,0.24507622135088877
66,0.24507535404813185
67,0.24507517576134671
68,0.2450751171320895
69,0.24507499269647015
70,0.2450748543950103
71,0.24507479793105214
72,0.24507479699550894
73,0.34791922282500276
74,6.610011258571838
75,0.32978529776405907
76,0.30328804933623965
77,0.3000892857438632
78,0.2992968502440029
79,0.29679570613862843
80,0.2947194719190749
81,0.29219829305790646
82,0.2916667308089328
83,0.2915589868703323
84,0.29140435829018363
85,0.29133473726694004
86,0.2911690317022919
87,0.29109399159701715
88,0.2910600882445344
89,0.29104209830629946
90,0.29101534031993403
91,0.2909795516248841
92,0.2909336060963207
93,0.2908741421513312
94,0.2908168815759506
95,0.29077425726111206
96,0.2907542311927268
97,0.29074473703730497
98,0.2907348267818323
99,0.2907221560709164
100,0.2907132004833043
101,0.29071165183504555
102,0.2907115253696364
103,0.2907115180592156
104,0.29071150025948256
105,0.290711488402429
106,0.2907114856771993
107,0.2907114854912234
108,1.3601111289736485
109,17.5626130698164
110,0.5831160368043713
111,0.5111488687482713
112,0.45064187350538876
113,0.44146244608482804
114,0.43899361851253427
115,0.43439103981954713
116,0.42972452738499484
117,0.42224209267370993
118,0.41680884046281
119,0.43236685704234945
120,0.415049388954691
121,0.4109675842090671
122,0.40484075473961123
123,0.4032307439676748
124,0.4030244251104841
125,0.4026819479759947
126,0.40258331553048854
127,0.40220686569587394
128,0.40193697952213825
129,0.40134517303583633
130,0.4007182009961615
131,0.4000466253217214
132,0.39960708874483664
133,0.3994225879030245
134,0.3993370706249487
135,0.3991971039099771
136,0.3991485848796219
137,0.3990875022089238
138,0.3990746938913421
139,0.3990742000922728
140,0.3990741376869136
141,0.3990740769506905
142,0.3990740468888372
143,0.3990740229078166
144,0.39907401092478234
145,0.39907400730444736
146,0.3990740066691465
147,0.5129544598016365
148,49.732783346120065
149,0.7609676663379537
150,0.4985192333973148
151,0.4967782026916029
152,0.49596027027341993
153,0.49508796596540927
154,0.49325522146846207
155,0.4919962116292311
156,0.49139790950644846
157,0.49138249984955584
158,0.4913688876072314
159,0.4913628315288492
160,0.4913418782652761
161,0.49130848966225793
162,0.49122863990796184
163,0.4910931354917262
164,0.490934360343419
165,0.4908529104420084
166,0.49083610393698784
167,0.49083367268419764
168,0.4908297248619604
169,0.4908190678045867
170,0.4908039432858693
171,0.4907894289148991
172,0.49078243697184687
173,0.49077969507650787
174,0.49077735871312367
175,0.4907739595178753
176,0.49077147980669644
177,0.49077093652296855
178,0.4907708330805497
179,0.490770736430952
180,0.490770576471667
181,0.49077053138049775
182,0.49077052062751647
183,0.4907705148703763
184,0.49077051357666146
185,1.025416498897841
186,377.35638024793974
187,0.9342648589924101
188,0.6294551378002748
189,0.6029550814508986
190,0.5961202993932855
191,0.5951100591670768
192,0.5930988530694121
193,0.5902180165881401
194,0.5874547944425874
195,0.5813342301225778
196,0.5772269924637526
197,0.5763610208174783
198,0.5747011827016204
199,0.5733730317267487
200,0.5746388823544616
201,0.5728884264881289
202,0.5720594840821248
203,0.5711585757582869
204,0.5709188318568612
205,0.570896839688456
206,0.5707354391692218
207,0.5705637196639732
208,0.5698781515071477
209,0.5687127231962162
210,0.5982614690519024
211,0.5684509638639812
212,0.5675414101907816
213,0.56683793303162
214,0.5666859385427425
215,0.5664331039823759
216,0.5662963957650083
217,0.5662756088204925
218,0.5662617994672297
219,0.5662227171456737
220,0.5661274749809979
221,0.5658929284684096
222,0.5654077853768544
223,0.5646739894402653
224,0.5642336274452993
225,0.5637422810808385
226,0.5635720659606382
227,0.5635488968132965
228,0.5635425993342268
229,0.5635285934685913
230,0.5635159674456368
231,0.563510501293281
232,0.5635098599443008
233,0.5635098033895373
234,0.5635097811857247
235,0.5635097705513373
236,0.5635097587995097
237,0.5635097400233614
238,0.5635097178813996
239,0.56350970889095
240,0.5635097075803505
241,0.6231158194641028
242,133.24732067249008
243,0.748257447862315
244,0.6132723429344443
245,0.6127345732832367
246,0.6124716616269018
247,0.6113171915316064
248,0.6103727359537131
249,0.6098926576221135
250,0.6096493532780808
251,0.6096124890706267
252,0.6094717889215608
253,0.6094040876128932
254,0.609217636831677
255,0.6090077793033497
256,0.6087007818830421
257,0.6085198990996648
258,0.6084730071689155
259,0.6084628896257094
260,0.6084585640504052
261,0.6084440371788102
262,0.6084263332781966
263,0.6084122712773095
264,0.6084084324471284
265,0.6084073790448193
266,0.6084061800952925
267,0.6084026712252606
268,0.6083942585460828
269,0.6083752029031366
270,0.6083419725580632
271,0.6083786211934025
272,0.6083275628943626
273,0.6082969025593188
274,0.6082814781837299
275,0.608279686264534
276,0.6082788595447353
277,0.6082785244825942
278,0.6082785120571592
279,0.6082785118625249
280,0.8913433229409883
281,895.5885972146586
282,0.7690993771593669
283,0.7026305354496738
284,0.6898697056859489
285,0.6604698348292963
286,0.6654614678097385
287,0.6487262967023908
288,0.6478955034403755
289,0.6469151520531006
290,0.644784117983474
291,0.6743466752551338
292,0.6437203523666548
293,0.653492526225891
294,0.643637231982145
295,0.6422700497110027
296,0.6387218845845198
297,0.6906683066933026
298,0.6384189792031774
299,0.6885215507203933
300,0.6384128720511766
301,0.6370753279558665
302,0.6365947962460086
303,0.641806976964169
304,0.6363262644992832
305,0.6388954476193403
306,0.6363164563265035
307,0.6383696255116535
308,0.6363150671265616
309,0.6352923379879098
310,0.6349340622863988
311,0.6343681742246006
312,0.6338817733599166
313,0.634200844467725
314,0.6335548650244784
315,0.6333154747243596
316,0.6332901354281214
317,0.6332595386923605
318,0.6332191259907948
319,0.6331171057984905
320,0.6329142818322674
321,0.6328561999137603
322,0.6328558391994963
323,0.6328546038636798
324,0.63285251343
325,0.6328479383558029
326,0.6328373060588471
327,0.6328152329255694
328,0.6327819017637117
329,0.6327564358857164
330,0.6327129092919255
331,0.6326754035962933
332,0.6326529462014844
333,0.6326202592959291
334,0.6326306084037284
335,0.6326061181780738
336,0.6325998663653972
337,0.6325971741409293
338,0.6325920583492295
339,0.6325890222609836
340,0.6325878671987083
341,0.6325877167539867
342,0.6325876965625852
343,0.6325876949882988
344,0.6547236433094292
345,3707.285261444283
346,2.999342757987356
347,0.6758248821512736
348,0.6509739538439273
349,0.6508690176902662
350,0.6504315939057544
351,0.6501073899160623
352,0.6499062184048983
353,0.6498157972727882
354,0.6497975698437167
355,0.649784382140841
356,0.649780839315988
357,0.649775646160554
358,0.6497661317506915
359,0.6497437317764171
360,0.6497046745909759
361,0.6496617724644619
362,0.6496440089696893
363,0.6496406793182591
364,0.6496399630234393
365,0.6496396614663849
366,0.649637639321137
367,0.6496348970819548
368,0.6496313160127439
369,0.6496298971233536
370,0.6496295383682681
371,0.6496295073470107
372,0.6496295052364245
373,0.7543354107545163
374,31057.788402013553
375,12.035306350472961
376,0.697835632226424
377,0.6806696394387093
378,0.7318339813088044
379,0.6648304208499406
380,0.6644259614718615
381,0.6637603204220457
382,0.6636965076473147
383,0.6635020087764611
384,0.6631343563409
385,0.6625829672663699
386,0.6614514000867947
387,0.6612269845915842
388,0.6611017494445673
389,0.6609593517599853
390,0.6614344490030208
391,0.6609083957981519
392,0.6608153270981806
393,0.6607983980763029
394,0.6607900504168835
395,0.660782916379683
396,0.6607524611221587
397,0.6606920506378138
398,0.6605644536456703
399,0.6603881784275027
400,0.6602226279614185
401,0.6601814455243918
402,0.6601789622743683
403,0.6601778487714501
404,0.6601746302010287
405,0.6601671246764088
406,0.6601614451732979
407,0.6601544528285798
408,0.6601519449447578
409,0.6601517391452553
410,0.6601517328761556
411,0.6601517327071319
412,0.6699716467717703
413,52885.08676349771
414,39.11045237300447
415,0.7444498949783817
416,0.6685998689318795
417,0.668258006618025
418,0.6682032159782659
419,0.6680739360743009
420,0.6681187793129715
421,0.667886096867784
422,0.6678053501411171
423,0.667781920573019
424,0.6677781968578156
425,0.6677768001593303
426,0.6677764481126108
427,0.6677760642532522
428,0.6677751637358823
429,0.6677729510804333
430,0.6677680726231783
431,0.6677597132805806
432,0.6677510188470833
433,0.6677474381915012
434,0.6677467828276428
435,0.6677466336719476
436,0.6677466093864015
437,0.6677463857102127
438,0.6677460636406161
439,0.6677453457158787
440,0.6677445564840648
441,0.6677443060159258
442,0.6677441162648173
443,0.6677440837060706
444,0.6677440829122102
445,0.7141612600626437
446,497828.6009453045
447,341.68560764203016
448,0.7935280106799198
449,0.6798949904099276
450,0.6765334596211354
451,0.6762495875177643
452,0.6741397411495809
453,0.6739461556373831
454,0.6738973806143722
455,0.6738566754826459
456,0.6737703622813971
457,0.6735799268600963
458,0.6836288197981703
459,0.6735745552046721
460,0.6728901968984995
461,0.6728600010563709
462,0.6727969027295279
463,0.6729951298463333
464,0.6727947972601189
465,0.6729640151987948
466,0.6727947504778471
467,0.6727583744044725
468,0.6763122316856464
469,0.6727572324749186
470,0.6727174203205093
471,0.6784876491206348
472,0.6727039893300621
473,0.6726946713734543
474,0.6726930426638585
475,0.6726920297584804
476,0.6726885080675715
477,0.6726810739733776
478,0.6726626338614534
479,0.6726285185660391
480,0.6726843525371105
481,0.672585254752176
482,0.6725587547212057
483,0.6725582434679139
484,0.6725580852928026
485,0.6725574029226374
486,0.6725562514548434
487,0.6725535512971172
488,0.6725496624483647
489,0.6725747426016208
490,0.672549301909201
491,0.6725465608999323
492,0.6725458777538008
493,0.6725458215493174
494,0.6725458203123778
495,0.6770522819543596
496,617250.8153628872
497,515.640553724157
498,1.030005318080859
499,0.6803021404793619
500,0.6762801584218429
501,0.676260686306029
502,0.6761423279458552
503,0.6763964946669846
504,0.6761041716660953
505,0.6760640273033989
506,0.6760443553504308
507,0.6760412329601442
508,0.6760411090669228
509,0.6760410873554827
510,0.6760410272338028
511,0.6760408892951015
512,0.676040531619698
513,0.6760397164704349
514,0.6760381372249985
515,0.676036088548534
516,0.6760347827414629
517,0.6760344229996893
518,0.6760343776006363
519,0.6760343724764374
520,0.6760343526923303
521,0.6760343148973869
522,0.6760342224295579
523,0.676034046489813
524,0.6760338185232435
525,0.6760338678963482
526,0.6760337623383723
527,0.6760336727985887
528,0.6760336549144641
529,0.6760336539153851
530,0.6973313593432782
531,5951371.45719134
532,4959.910047126837
533,2.901270448743528
534,0.685419445608312
535,0.6821356111508662
536,0.6927292484053719
537,0.6789876781181451
538,0.6789144411614046
539,0.6788164113254325
540,0.6788055232187804
541,0.6787134482319217
542,0.6785410270727911
543,0.6833091855956756
544,0.6785008342211994
545,0.6783752174305466
546,0.6783427790850572
547,0.678323343520344
548,0.6798211375021912
549,0.6783225490533166
550,0.679463597147697
551,0.678322548636743
552,0.680349513852895
553,5098929.468526144
554,4574.286620112451
555,3.6429771959283874
556,0.6898601367936077
557,0.680052522494679
558,0.680027498569459
559,0.6800151878043679
560,0.6799805185908263
561,0.6799600059918368
562,0.6799219873843765
563,0.6799404951267802
564,0.6799195887717555
565,0.6799114931686834
566,0.6799016241177072
567,0.6799015260256362
568,0.6799009056238201
569,0.6799001258445906
570,0.6798976266597384
571,0.679892302361144
572,0.6798755844054525
573,0.6798726776002157
574,0.6798682358477307
575,0.6798554443339169
576,0.6798553970146577
577,0.6798553876768897
578,0.6798553682013438
