,0,1,vars,t
0,-8.213899555086577,-1.4095656079232852,0,0
1,-4.399067856984897,-0.9999999999999983,1,0
0,-6.315799930239354,-0.4116761780758974,0,1
1,-3.052483055129752,-0.6483523447942371,1,1
0,-2.0658286266737798,0.31937567927287186,0,2
1,-0.03739012176352038,-0.3907359558624201,1,2
0,-2.2372512001278726,-0.7281653022633051,0,3
1,-0.15900388169814875,-0.7598803909783192,1,3
0,-2.15215927314809,-0.2890246843210877,0,4
1,-0.09863639933232445,-0.6051310129549361,1,4
0,-2.083232188179538,-0.16946072674578194,0,5
1,-0.049736876968051714,-0.5629977023185998,1,5
0,-2.0822770068874603,-0.18385764301913973,0,6
1,-0.04905923465987571,-0.5680710518283681,1,6
0,-2.078456281719141,-0.24144530811256965,0,7
1,-0.04634866542717157,-0.5883644498674453,1,7
0,-2.0518865553591836,-0.8966857398013575,0,8
1,-0.02749908069652117,-0.8192655442247752,1,8
0,-2.0755316824605585,-0.313569335840584,0,9
1,-0.04427384234540429,-0.6137803371150226,1,9
0,-2.0579932209185285,-0.7204192618936945,0,10
1,-0.03183138387206622,-0.757150752952673,1,10
0,-2.0750334779648045,-0.3251264762300462,0,11
1,-0.04392039693431263,-0.6178529740197555,1,11
0,-2.0712313239120963,-0.24771073615476225,0,12
1,-0.04122300276455209,-0.5905723328392432,1,12
0,-2.0694977506055445,-0.26514427064425755,0,13
1,-0.039993139254255114,-0.596715760499477,1,13
0,-2.0625634573793286,-0.334878408602237,0,14
1,-0.035073685213067245,-0.6212894711404146,1,14
0,-2.0561956945254165,-0.4670074008780682,0,15
1,-0.030556149584987907,-0.6678505919708065,1,15
0,-2.1791403331414716,-0.7554516433374626,0,16
1,-0.1177777999466091,-0.7694958629643694,1,16
0,-2.1768030957173083,-0.6353132295516154,0,17
1,-0.1161196739175514,-0.7271601188986228,1,17
0,-2.132947888681819,-0.15870177101865324,0,18
1,-0.08500710506018587,-0.5592063388260667,1,18
0,-2.140335092827171,-0.22478684472031987,0,19
1,-0.09024787150896223,-0.5824941505978026,1,19
0,-2.138537135187365,-0.2173139826782017,0,20
1,-0.08897233127890801,-0.5798607782659715,1,20
0,-2.137849512968789,-0.21724762600125513,0,21
1,-0.08848450565751768,-0.5798373947435529,1,21
0,-2.1369375566931748,-0.21771475776420046,0,22
1,-0.08783752883679175,-0.5800020079604062,1,22
0,-2.136917613533274,-0.21779070375473633,0,23
1,-0.08782338039291059,-0.5800287706744857,1,23
0,-2.136917613533274,-0.21779070375473633,0,24
1,-0.08782338039291059,-0.5800287706744857,1,24
0,-2.190237077337197,-1.1602710951569093,0,25
1,-0.1256502566335154,-0.9121507571401313,1,25
0,-2.1421871453272834,-0.31093549617035154,0,26
1,-0.09156178871132702,-0.6128521946610367,1,26
0,-2.144712023467748,-0.3070404667948839,0,27
1,-0.09335303427398318,-0.6114796197986583,1,27
0,-2.145673321610264,-0.3055575102736696,0,28
1,-0.09403501611087704,-0.6109570386710732,1,28
0,-2.1492847866854667,-0.31847691563141317,0,29
1,-0.09659712819342332,-0.6155097260378473,1,29
0,-2.1525689918342,-0.3258278279230838,0,30
1,-0.09892706951028774,-0.6181001243261453,1,30
0,-2.154329637664378,-0.32640355176852454,0,31
