,0,1,2,vars,t
0,0.0,0.0,93.11084815012173,0,0
1,-50.3634731576405,0.0,-8.253861153700418,1,0
2,-61.122588486270956,-120.74198214849329,0.0,2,0
0,0.0,0.00044622779379863516,5.024200358597196,0,1
1,-1.7262279664546192,0.0,-0.28904030137196746,1,1
2,-5.5819004779296675,-9.219609428895119,0.0,2,1
0,0.0,-0.0007821852921350559,4.955635448194216,0,2
1,-1.6952144009893013,0.0,-0.2839627264443385,1,2
2,-5.5315785138458144,-9.112309390968305,0.0,2,2
0,0.0,-0.05709425008200812,2.79271418338621,0,3
1,-0.7772013615609334,0.0,-0.13267905582198675,1,3
2,-3.78105819590035,-5.547908089696358,0.0,2,3
0,0.0,-0.13337704985980148,1.958955430150028,0,4
1,-0.4729670425648832,0.0,-0.08192312041473944,1,4
2,-2.9257524256333327,-4.027152962398412,0.0,2,4
0,0.0,-0.3382319707519559,1.1920675919206996,0,5
1,-0.24088178779829034,0.0,-0.042482473281449426,1,5
2,-1.8834580432878443,-2.4847389202442396,0.0,2,5
0,0.0,-0.7905604793281368,0.6815947957147745,0,6
1,-0.1338622059215416,0.0,-0.020854546194552206,1,6
2,-0.9115182020871543,-1.2949037189690156,0.0,2,6
0,0.0,-1.7055865134516945,0.4160193790955016,0,7
1,-0.15423656806574892,0.0,-0.005429615803748621,1,7
2,-0.2861081309526842,-0.52048665015644,0.0,2,7
0,0.0,-2.1960006113225274,0.37992381741282333,0,8
1,-0.21577598157413083,0.0,-0.0013239881279971122,1,8
2,-0.17556551104771553,-0.3809853201714284,0.0,2,8
0,0.0,-2.174325703718076,0.39923270278175743,0,9
1,-0.2215835847432315,0.0,-0.0038958485477636486,1,9
2,-0.1529454803304963,-0.3705577681323721,0.0,2,9
0,0.0,-1.6558406091861977,0.5777154959541712,0,10
1,-0.20128296134924342,0.0,-0.09569486707203685,1,10
2,-0.06309436841297159,-0.31138929073210253,0.0,2,10
0,0.0,-1.0754641492378225,0.7626566921238987,0,11
1,-0.15658689500288622,0.0,-0.4085516446573257,1,11
2,-0.02838973135519589,-0.3767206166986525,0.0,2,11
0,0.0,0.4369383465924534,0.7131403038306037,0,12
1,-0.06725799856944993,0.0,-1.2459946992202824,1,12
2,-0.003735438702542079,-0.6046680758858537,0.0,2,12
0,0.0,0.009240995749427017,1.0732260176107102,0,13
1,-0.13807105353953306,0.0,-0.7602803164870104,1,13
2,-0.014662223146492891,-0.5500612977664964,0.0,2,13
0,0.0,0.0,1.2067043867240543,0,14
1,-0.1715085803520241,0.0,-0.723156182669152,1,14
2,-0.014021713453975279,-0.5781011693931557,0.0,2,14
0,0.0,0.0,1.1320034610284202,0,15
1,-0.18684344142031922,0.0,-0.3362024381992304,1,15
2,0.0004849201600886289,-0.4701389573811311,0.0,2,15
0,0.0,-0.5654432946639334,0.7642407502406471,0,16
1,-0.15814195587160607,0.0,-0.14404718175263082,1,16
2,0.0031261819364993837,-0.3871445198876471,0.0,2,16
0,0.0,-1.768334125394301,0.04886959859335035,0,17
1,-0.3062644295475328,0.0,0.002369490616759573,1,17
2,0.0,-0.12529416089883916,0.0,2,17
0,0.0,-1.6806436455411848,0.07504384064475231,0,18
